noun,count
骨子,12
吏員,29
頭取,73
高田屋,24
嘉兵衛,87
御用,51
和船,91
勤務,21
赴任,15
将軍,19
調役,38
下役,18
交替,23
地積,12
敷地,67
上知,10
人材,22
視察,58
修好,15
米商,10
今度,20
五郎,28
紗那,17
庄内,20
臨時,172
出兵,19
藩兵,20
沖合,43
混乱,70
人数,51
進駐,32
混雑,14
評判,16
おそれ,17
幌泉,14
用達,56
運航,65
官船,16
兵庫,69
造船所,138
官民,19
地蔵,14
地蔵町,76
小舟,10
利便,11
とおり,262
築島,22
造船,177
修繕,58
高砂,24
開墾,29
収穫,23
見込み,30
あり,19
指令,92
武兵衛,17
剛平,11
過剰,36
希望者,29
町歩,26
費用,107
何人,11
卯之助,12
脱走,131
所有,141
証書,17
大臣,138
相手,42
裁判所,155
書類,45
税金,30
触書,45
町会,138
町代,19
組合,711
蛯子,42
辞令,26
人別,14
職務,34
法令,26
地所,54
民事,56
掃除,22
駅逓,38
鑑札,29
西村,33
協議,143
総代,105
定員,42
上納,13
組頭,41
町役人,16
集会,84
人足,10
入費,50
賦課,23
半額,17
警察,178
牢屋,17
国防,10
希望,43
酒田,22
浦賀,39
出張,51
仕入,21
認可,115
取調べ,11
値段,28
追加,14
金額,123
うえ,113
入札,67
落札,11
払下げ,63
代金,53
払下,17
通用,11
産額,13
飛躍的,25
東回り,23
要求,162
船大工,13
大島,26
安全,17
多大,29
寄港,32
移出,210
塩魚,22
同志,28
塩鮭,46
弥吉,10
金兵衛,17
回漕,133
看板,19
支店,346
呉服,20
太物,10
荒物,17
物産,77
必需品,18
相談,17
水戸,14
国後島,13
領有,13
努力,55
建造,73
搾粕,15
塩鱒,125
盛況,33
家業,24
官営,17
大資本,12
手続,17
人件費,23
金高,10
廃止,222
松本,12
要項,13
如く,10
概算,12
競争,108
高値,16
収支,59
滞納,12
直営,25
回送,15
請願,94
両港,25
選定,20
連名,34
御役所,44
存続,35
喜兵衛,15
清六,12
善吉,26
惣代,17
部屋,28
仲町,11
大工町,17
従前,34
対立,57
要望,67
運賃,135
商工業,50
北門,35
艦長,17
ゴロウニン,37
会談,57
あて,64
ボート,13
手紙,12
食料,77
給与,14
往復,70
士官,35
リコルド,26
光景,19
一度,27
要旨,16
日本語,22
意思,12
捕虜,16
釈放,10
ディアナ,12
彦助,10
水産物,124
途中,29
連行,15
犠牲,16
日露,184
両国,51
調停,20
行き,30
少年,25
再度,14
騒ぎ,12
同行,36
折衝,16
審議,54
服部,17
長官,257
兵器,11
予備,38
矢不来,38
有川,43
訪問,13
民政,20
立場,81
余裕,21
帰還,21
子供,29
風景,16
解決,34
両国間,10
斡旋,51
近隣,29
消火,10
消防,55
山ノ上町,27
実行,75
町家,10
類焼,19
措置,101
窮民,13
働き,18
重役,19
達し,27
趨勢,10
業態,20
例外,29
繁忙,11
体裁,19
子供たち,11
遊び,21
大工,26
渡世,11
芸者,21
過ぎ,13
果物,10
島田,30
裁縫,20
菓子,55
改善,85
か村,10
教導,79
推進,68
幕閣,22
手配,15
軌道,48
配慮,28
藤田,14
水野,13
貸金,13
引継ぎ,19
職制,16
諸税,14
出納,35
施政,17
総裁,15
歳出,27
藤野,29
没落,10
異人,19
追放,35
競売,32
船名,13
抵抗,24
契約,160
自分,36
総計,12
三重,19
買付,27
取組,18
対応,180
肥料,91
勃興,12
発行,178
有志,111
建網,32
増減,19
生産量,34
村々,17
町並み,17
職人,29
家作,12
日雇い,11
私娼,13
例祭,10
幕領,28
観音,14
娼妓,78
長屋,15
茶屋,30
法華,15
砲台,70
大石,10
免許,44
興行,11
清水,17
大洋,20
概略,12
衝突,11
停泊,10
小右衛門,10
翌月,20
航行,16
送還,11
捕鯨船,36
紛議,10
欠乏,28
築城,24
設計,37
捻出,10
論議,15
焦点,12
永井,16
住職,11
石田,17
兵士,31
先生,12
推薦,43
書物,12
教師,81
若山,15
藤兵衛,15
文章,15
付録,17
俳句,20
郷里,11
結社,47
社中,14
山崎,43
生まれ,32
商家,11
幼児,12
浅草,10
杉浦,134
嘉七,62
牧師,12
和親,46
提出,55
回答,87
財産,58
琉球,12
内国,59
捕鯨,39
プチャーチン,14
勃発,28
英仏,13
締結,39
通告,12
全権,16
回航,11
国境,12
艦船,23
調印,39
返還,13
日米,89
達書,35
勘解由,31
遠藤,51
又左衛門,18
心得,46
全文,15
アメリカ人,80
山の手,17
小間物,15
見物,11
神仏,65
葬儀,21
見通し,57
同日,42
帆船,201
午前,84
船長,63
サケ,85
要請,66
ポーハタン,11
ミシシッピー,12
署名,31
責任,55
平山,24
翌日,32
ウイリアムズ,23
挨拶,22
約定,36
退去,10
見学,10
漢文,16
旗艦,13
一応,26
効力,14
条項,31
今回,21
かた,14
出席者,14
名簿,44
遊歩,35
以内,36
需用,28
商店,212
任務,60
本務,12
斐三郎,38
取り決め,13
水兵,11
願い,51
便宜,18
婦人,127
意見書,27
概況,19
防禦,11
仕向,20
分割,17
乙部,10
趣意,28
歳入,17
津田,11
要所,13
申請,70
兵力,10
所管,88
田村,32
会津,14
各藩,13
沿海,13
勝田,14
栗本,14
兼務,17
橋本,35
総額,115
継続,45
下付,26
内訳,53
山口,30
石垣,33
松川,19
石工,11
井上,73
喜三郎,84
津波,23
広井,14
堀割,24
五稜,22
郭内,12
完成,74
付け,134
軍事的,12
攻撃,53
対外,29
忠兵衛,35
逼迫,14
岬台,17
工費,21
料理店,13
石炭,202
過半数,12
所得,36
馬鈴薯,11
代価,11
リード,18
乗船,25
在留,63
承認,25
解釈,24
事務官,16
ライス,50
大統領,19
遊女屋,33
貿易港,33
総領事,10
大勢,23
期日,20
居留地,61
か国,17
居留民,11
弊害,43
落成,15
波止場,13
官費,57
竣工,28
坪数,10
ポーター,22
抗議,24
雑居,13
外務,17
遊郭,34
将校,10
鎮撫,14
組合員,77
漁夫,116
一躍,13
ユースデン,28
中国人,117
名義,59
外国語,23
洋服,18
治療,30
技芸,13
豊治,15
フランス人,20
カション,10
刺激,10
ストーブ,65
長之助,10
満州,41
蒸汽,10
商会,284
功績,12
付属,136
外交,30
発送,13
トラブル,23
抜き,10
後述,11
文右衛門,48
経緯,62
強行,12
課税,27
実績,80
増額,22
強制,40
取締役,102
店頭,17
支払い,17
スタート,13
藤吉,21
国別,10
比重,114
圧力,17
ドル,42
半年,26
直輸出,30
自由貿易,16
実施,213
首位,39
のぼり,13
売却,28
需給,12
仲買人,20
正規,10
納入,15
警保,18
回想,22
扱い,73
規制,89
向け,162
反発,12
具体化,31
洋銀,26
上海,262
能力,68
切符,15
引換,10
雑穀,32
騰貴,37
好況,62
重吉,32
佐野,26
資産,62
対応策,35
派遣,77
商法,63
税則,10
実況,16
上記,43
提示,12
本位,17
ほう,26
調所,20
日程,19
出航,12
復命書,10
学校,1065
資金,321
香港,44
企画,35
中止,57
反映,15
品川,27
薩摩,24
点検,13
不都合,10
相場,79
売上額,10
鉱産,21
販路,88
加工品,24
焼酎,12
把握,11
無理,12
現金,34
増設,51
沖之,19
両替,11
出資,54
年次,34
為替,87
三井,173
出資者,11
小野,53
影響力,19
施策,59
西岡,20
山本,116
荷主,38
仕込,94
振興,90
西回り,16
金沢,29
雑貨,49
相対,17
価額,64
内山,33
手数料,29
荷為替,54
金利,30
信用,44
短期,10
貸借,14
抵当,32
利子,22
質屋,14
金子,24
出願者,17
利息,10
給料,52
下落,25
白米,12
米価,37
玄米,11
暴騰,18
汽船,455
傭船,12
山道,11
藤山,15
忠次郎,13
損失,47
狭隘,12
沽券,13
島野,13
出願,57
私有地,24
鶴岡町,18
営業者,28
池田,22
栄七,10
各戸,10
活気,24
本店,74
連年,14
中島,16
村民,16
資力,16
年賦,10
年限,68
官金,40
豊作,12
豊凶,10
澱粉,28
醸造,13
製造所,57
資本金,186
斎藤,33
払い下げ,26
連署,12
裁可,21
年中,12
鉱業,13
市右衛門,16
溶鉱炉,11
反射炉,10
年度,377
大規模,20
留守,22
職工,112
操業,109
松之丞,11
製紙,21
休業,47
器械,56
広告,124
金森,71
造船業,46
勧業,60
年報,43
概表,11
湯川村,16
本多,11
合資会社,40
特許,20
蒸気,27
区内,130
配当,36
医学,18
両名,30
弾薬,11
教育機関,39
洋学,10
入学,86
今井,41
主義,71
消滅,10
蔵書,11
語学,10
文庫,11
名村,45
五八郎,10
余暇,10
養成,71
塩田,12
清吉,12
代理,69
邦人,20
書記官,66
私塾,20
講義,14
文部省,118
学制,25
太政官,104
洋画,27
横山,14
露国,12
印刷,66
末年,15
鉄工,40
作品,89
天然痘,14
祈祷,17
氏名,11
高野,12
開業,94
種痘,37
洋春,10
面目,10
医学所,23
誕生,37
当事者,12
施療,12
玄関,16
診察,12
講堂,27
子弟,31
世話役,10
患者,48
研修,21
衛生,78
主筆,60
正教会,24
総て,20
無料,47
出火,14
カトリック,17
全書,13
痘苗,10
開業医,12
免状,18
総体,11
伝染病,16
恐れ,17
予防,33
公立,100
反応,10
斉藤,57
歌舞伎,12
大谷,20
滝野,25
遊女,12
損害,13
ありさま,12
街路,18
救済,40
焼失,36
身元,13
坂道,11
対日,37
各々,18
日本国内,19
親書,15
文言,26
蒸気船,27
協約,55
ショック,28
具体的,42
情報,102
双方,26
マイル,18
正弘,10
権威,10
決意,13
当面,24
具体,16
碇泊,18
草案,30
ともなう,44
犯罪,15
裁判,19
か条,42
条文,22
モデル,10
論理,10
所持,14
本人,16
基調,19
提案,50
拒否,22
身体,10
鹿児島,11
想像,12
到着,20
責任者,45
全員,37
事例,51
神宮,13
運送,127
呉服店,11
ベース,10
謙二郎,10
周知,13
トン数,10
危険,19
通知,34
参謀,35
伍長,11
官員,22
公共,55
冒頭,19
利用者,41
提供,28
即時,11
思惑,10
事実上,18
席上,17
細則,27
終了,52
危機感,19
翻訳,11
保証,15
一員,16
中等,98
上申書,37
不明,35
弥四郎,27
マス,83
船数,18
国交,13
大日本,39
リュー,14
ドルフ,18
延べ,15
国旗,11
積載,18
購入,87
司令官,39
ロジャーズ,18
船客,27
内実,17
夫人,26
サンフランシスコ,10
当該,60
在日,10
牛肉,12
飼料,22
ウィル,12
用船,20
増築,23
増強,30
状況下,27
前掲,46
中核,42
荒木,12
はと,57
高島,21
現在地,18
プラン,19
ポンド,11
記載,18
支障,29
着工,27
失敗,19
工事費,20
経済上,13
利害,25
基幹,18
納税,19
経由,50
関わり,26
直航,46
融資,73
運用,29
変容,10
方式,56
緩和,14
届出,17
石数,15
促進,41
大網,19
自立,11
慶喜,26
前出,20
削減,19
決算,24
支出,63
損益,21
貸付金,22
採算,24
再開発,10
投資,70
経理,15
運営,90
遠隔地,12
軍事,56
改訂,25
自費,14
沢村,22
着手,25
進捗,12
貸付,130
相馬,113
投入,13
貸与,62
投下,25
装置,20
鯨漁,14
調べ,14
見込,19
船価,14
過当,10
熱意,10
ランス,11
質問,16
万次郎,11
賃銭,11
最新,20
建言,31
途絶,10
欠損,31
プロシア,21
具合,24
本格化,30
レベル,33
醤油,25
ねらい,13
売渡,11
拝借,26
違反,31
柳田,22
窓口,21
石井,13
創刊,64
手続き,39
一覧,57
外務省,41
代弁,11
任命,34
発言,25
皮切り,24
遂行,12
時々,10
一律,11
俸給,27
不詳,14
肩書き,12
魅力,14
初代,90
人選,19
ホテル,27
いつも,15
乗員,18
適用,21
取り締まり,42
買い物,19
労働条件,13
諸経費,21
囚人,12
支給,26
補充,15
使用人,18
学習,14
生徒,207
燃料,47
検閲,15
商取引,17
急務,22
千葉,14
善太郎,11
配分,20
評価,66
クラス,16
旧幕,24
蓄積,43
洋風,26
技師,36
貸渡,26
損傷,13
ついで,83
日増し,11
一本化,25
大政,13
辞表,11
執行,28
議題,11
主導,46
イタリア,10
衆議,11
部隊,64
砲撃,15
作戦,20
伏見,10
終結,31
開陽,16
優位,19
飛脚,15
長門,10
維持,63
徹底,18
入荷,14
山村,12
治安,31
現況,18
木下,15
担当者,15
会計,48
布告,101
引継,15
清水谷,36
公考,13
ロワ,10
青年,82
建議,61
岡本,54
首脳,31
受け入れ,13
興業,22
副総裁,10
議事,21
改称,29
判官,41
人事,21
事務局,52
但書,16
実務,25
判事,29
歩兵,21
圭介,15
不在,16
金穀,14
保全,25
ヨリ,14
事前,21
引渡,10
陣容,13
資金調達,12
育成,27
演説,105
帳簿,10
話し合い,19
開庁,16
談話,42
分課,37
提灯,11
参事,28
従事,10
府事,15
刷新,35
庶務,29
刑法,33
専任,14
公論,21
月給,47
減額,12
知事,20
降伏,25
主任,49
官制,29
東久世,24
官僚,13
複数,10
根幹,11
位置づけ,12
発令,12
一斉,36
上石見,13
交付,21
各省,11
府知事,14
次官,48
大蔵省,97
岩村,25
一因,21
布達,98
低迷,15
天皇制,75
戦線,21
窮状,10
破綻,10
月俸,11
聴取,11
実質,16
仲介,16
残金,12
当局,82
銀行,678
採掘,12
小田,15
総督府,11
再三,10
支払,17
請求,10
上京,28
羽越,10
同盟,110
本陣,10
加盟,27
変革,12
小隊,14
一覧表,21
隆盛,33
中立,12
嘆願書,12
亀之助,10
伝習,58
大隊,45
屯所,22
常備,30
連隊,39
土方,13
遊撃隊,10
彰義,17
渋沢,28
解散,56
妥協,11
決着,19
朝陽,11
回天,16
蟠龍,18
咸臨,14
援護,86
表明,12
沈没,20
兵隊,19
デュース,17
火事,31
引揚げ,25
大蔵,39
軍用,13
荒井,11
戦況,11
海陸,28
三上,11
きっかけ,24
分隊,11
声明書,11
請願書,36
働きかけ,15
宣言,45
公選,42
佐渡,13
訓練,64
軍隊,21
撤廃,13
連載,13
稼業,11
この頃,130
前金,12
甲鉄,15
春日,11
野村,17
連携,13
黒田,94
避難,28
応援,17
陸海軍,11
歩調,16
新道,13
監視,29
会合,30
勧告,31
解除,19
会議所,361
カノン,16
見送り,10
招魂,20
兵部,13
前身,20
義勇,11
専務,53
前提,33
同港,13
清隆,20
通俊,11
菊池,22
函衛,13
志願者,25
廃藩,13
置県,13
章程,14
本庁,61
退任,14
道庁,238
海関,22
邏卒,77
分掌,20
正院,27
制定,89
会計課,11
官庁,51
中判,11
主典,24
改定,30
学務,20
司法,44
管下,23
外事,15
郡区,70
戸長,206
役場,38
議案,61
大区,124
地租,55
綱領,13
内職,12
協和,25
開催,72
出身者,36
大多数,11
中隊,19
募集,59
桐野,13
視点,29
士族,32
詰め,11
鶴岡,18
時任,42
為基,22
有竹,13
県庁,15
関係書類,10
替え,14
総合,49
定額,14
区長,290
総長,14
条例,114
違反者,12
懲役,33
地券,29
電信,42
警部,12
巡査,16
小区,129
警察署,129
蓬莱,19
恵比須,37
分署,24
派出所,10
等級,41
水上,29
法規,12
検事,12
監獄,15
控訴,10
地方裁判所,15
名古屋,20
広島,14
警視,14
警察官,15
判決,23
郵便,68
商務,74
逓信,47
料金,44
手形,19
郵船,111
逓送,11
意欲,24
防止,43
本文,11
不定,14
運行,19
北海道内,36
郵便局,16
貯金,12
架設,10
分局,12
開通,44
幹線,22
試験場,14
選挙,244
退職,15
新任,12
若松,90
見出し,95
編入,11
編制,27
常野,53
井口,20
郡長,28
公認,21
見直し,16
宝町,13
分担,10
明確化,14
務所,22
投票,58
議決,23
近所,16
親睦,14
正右衛門,31
主眼,15
返済,22
民費,24
正副,11
百十三,35
他府県,24
費目,18
原価,13
先祖,10
地価,78
税額,11
職種,27
国税,18
地方税,41
証券,102
三業,19
貸座敷,61
芸妓,15
芸娼,53
修繕費,14
便所,10
変則,20
割当,14
地代,31
町内会,19
戸数割,11
告示,38
区会,244
半期,16
授業料,65
共有,43
区民,76
国費,11
事業費,16
区役所,40
自治制,21
教育費,22
つながり,15
埋め立て,20
借家,18
村尾,31
元長,20
間接,17
組長,18
選挙法,21
安浪,15
次郎吉,14
杉野,15
辞職,30
祝賀会,13
協同,15
枚田,14
公正,33
区会議員,59
総則,10
議会,113
科目,19
富岡,19
補助金,59
自治区,11
自主,13
起工,10
公布,62
不動産,19
督促,10
諮問,53
選挙人,13
互選,14
選出,38
起業,33
改選,21
裁定,23
つぎ,22
府県会,11
参政権,18
住所,20
決議,61
桜庭,19
就任,31
得票,16
十字街,31
統合,55
気運,22
国会,53
頂点,13
民権,12
代表的,11
忠礼,53
新聞紙,27
弁士,14
社長,182
北溟,23
開会,17
掲載,21
照会,13
施行後,14
投書,24
原案,20
当選者,15
議員,181
議長,80
啓蔵,12
出席,39
修正,21
平田,66
上田,10
宇三郎,30
定数,20
欠席,18
成熟,12
藤五郎,12
官有,14
答弁,12
賛成,29
年齢,34
任期,37
コレラ,22
関西,32
閣議,28
物件,25
社説,18
満期,26
目前,12
安田,77
憲政,13
食塩,14
定款,51
商社,96
神戸,158
役員,141
広瀬,10
半官,10
半民,10
広業,87
発起人,104
提携,18
世論,24
社員,47
引用,20
報道,96
発起,14
人道,10
活用,19
使命,17
五島,13
公衆,18
世間,13
陳情,41
大隈,23
愛国,19
期成,46
聴衆,21
記者,61
日日,33
高まり,17
排撃,10
憲法,21
論調,11
協調,10
社主,23
発刊,77
新聞社,101
友人,10
罰金,12
政党,49
自由党,47
本部,76
内閣,59
管理局,18
駒吉,14
哲平,49
党員,15
小橋,19
栄太郎,10
懇談会,27
届け,13
懇親会,10
和田,26
本社,55
支社,37
紙上,11
中心人物,12
江湖,10
立憲,15
節減,16
近代的,28
実業,58
理事官,27
宮崎,26
県知事,13
二木,15
彦七,15
高級,17
悦郎,19
年俸,18
殖民,35
拓殖,44
龍岡,11
上川,11
部内,12
署長,14
道民,12
帝国,84
発布,10
衆議院議員,43
沖縄,18
貴族,14
納税者,24
衆議院,15
代議士,18
平出,123
佐瀬,16
精一,16
上嶋,12
大会,194
板垣,20
評議員,26
小川,91
文之助,11
当選,11
旅館,12
清治郎,17
総会,81
評議会,19
吉平,32
栄吉,15
振興会,10
テーマ,13
組織的,10
民主,27
機能性,11
参加者,29
弁護士,14
対象者,10
中頃,13
道会議員,13
無産,31
郡部,11
区制,32
義務,59
省令,12
担い手,14
常設,12
助役,94
収入役,21
市会,98
選挙権,10
加入,21
区政,14
候補者,106
北守,19
政直,10
同省,12
劇場,26
電車,67
跡地,19
上水,24
築出,29
代替,13
既存,48
日雇,32
業種別,20
主旨,14
件数,23
公職,24
真砂町,33
資産家,21
時価,13
汐見町,11
金物,12
米穀,70
西川町,25
台町,29
東浜町,40
交通機関,19
所得額,11
三井物産,37
繁昌,10
経営者,58
所得税,21
売り,13
耐火,11
ウラジオストク,48
防火,33
接続,16
洋物,14
三菱,268
罹災,20
高騰,47
労働,197
賃金,88
再興,10
遅れ,23
彦作,10
塵芥,34
女紅,72
銀座,15
浚渫,22
防砂,15
防波堤,35
改修,14
紙面,45
選択,19
停車場,16
同紙,32
転換,51
番目,30
打開,21
公債,31
公営,15
国庫補助,11
取り組み,23
答申,43
国庫,12
国策,24
東川,27
商工,298
家事,15
一翼,16
給水,15
清掃,14
毎週,12
前年度,18
消毒,10
悪化,28
蓬莱町,39
下水道,13
動態,10
イメージ,26
函樽,31
理事,48
寄付,45
遺愛,27
女学校,91
小樽港,27
経常,13
桟橋,109
船渠,155
資本家,13
平塚,39
大口,12
実業家,13
達成,11
岸壁,45
保管,21
臨海,25
木造,36
占領,62
植民地,13
日清,65
家内,12
運送業,19
請負業,28
労力,14
全額,14
経済界,53
久保,19
年鑑,11
トンクラス,14
接岸,20
荷役,68
障害,16
入場,11
埠頭,111
肥田,19
卒業,27
所以,13
激増,19
炭鉱,43
日本郵船,114
専属,28
ステベ,13
艀船,15
荷馬,12
市造,14
栗林,10
運漕,23
幌内,20
北炭,18
岩見沢,13
積出,20
主導権,12
平成,112
社内,19
園田,32
実徳,22
労組,25
本間,23
通船,30
専用船,10
貨物船,35
専用,40
氷室,16
廃業,46
データ,11
倉庫業,95
大量,37
海運業,81
臨港,12
金融機関,24
保税,13
直輸入,13
上屋,26
雇い,10
直輸,11
台湾,87
ラッコ,34
規約,33
正貨,16
紙幣,74
兌換,33
不定期,27
買収,101
後援,12
孝平,18
自社,20
在庫,31
担保,35
当たり,34
助成,23
シンボル,14
四日市,16
伏木,13
同法,17
収容,91
大同,11
団結,11
連合会,108
矢越,12
西出,22
孫左衛門,13
躍進,10
鉄道会社,21
ハウル,38
兼業,14
日下部,20
坂井,16
在籍,32
業界,29
貨車,55
電話,33
農産物,55
食品,46
保険,29
官公,11
通運,13
人権,10
理想,13
輸送力,16
合理化,26
動力,42
年度末,16
副社長,18
顔ぶれ,12
社名,33
両社,34
事業所,16
函館駅,115
人力車,11
近衛,10
私設,15
トンネル,44
川崎,25
貨客,24
ブーム,61
道外,39
防衛,27
危機,34
比羅夫,23
コース,14
恐慌,60
支援,48
信徒,23
現れ,11
委員長,45
監査役,28
自作,11
栄一,16
支店長,17
占領軍,85
民主化,39
管理者,10
日給,17
分業,13
周年,36
歩み,21
船入,16
待望,11
新鋭,15
商業都市,16
商圏,20
管外,77
つい,24
工産,62
農産,15
用品,25
身欠,11
船具,35
改組,12
定住,11
漁業者,212
菅原,19
取得,18
安達,11
鹿島,16
万平,27
ちかく,11
インフレ,22
日本銀行,24
不景気,20
深刻化,10
荷造,10
公益,16
商況,21
困窮,11
満場一致,30
博覧会,36
同業,46
打破,13
取引所,86
特約,18
株主,93
筆頭,16
大株主,10
等々,17
代理店,19
農工,10
再生,15
市況,22
好景気,14
景気,40
売上,21
船腹,20
露領,285
国内市場,10
誘致,41
出漁,257
マッチ,24
軸木,11
和洋,14
灯火,10
公報,18
稚内,23
忠蔵,16
太刀川,32
善次郎,19
合名会社,59
橋谷,13
缶詰,174
販売業,22
財閥,15
忠谷,13
故郷,14
ケル,11
全て,15
輸出港,17
買い付け,18
民衆,49
買魚,53
先駆け,19
既成,26
デント,10
ホール,21
証言,12
倒産,21
撤退,12
申し入れ,13
出身地,20
対価,14
さい,14
登録,14
暫定,11
華僑,23
浙江省,11
所轄,11
値下げ,31
繰り,19
経験者,10
大使,11
笠野,26
直通,10
洋行,33
結局,11
取り扱い,23
新報,33
機運,20
国産,14
システム,17
貸出,26
純益,21
入社,14
店員,11
縮小,38
喪失,12
赤字,45
回収,42
圧迫,19
風潮,11
師範学校,174
産商,11
塩蔵,39
会頭,78
視察団,12
合意,15
組織化,32
リスク,11
借入,10
契約書,14
株主総会,24
表面化,19
益金,10
払込,25
借入金,16
期間中,29
債務,14
辞任,19
増資,33
解消,33
済み,15
債権者,11
先頭,13
閲覧,12
同会,47
祝辞,12
支持,15
申請書,22
昇格,11
事務員,14
会費,12
審査,35
あい,43
営業税,21
協議会,126
資格者,10
小口,12
サガレン,18
プロ,11
労務者,31
上場,10
理事長,21
監事,10
初年度,19
暴落,16
痛手,13
引き金,11
活性化,12
主流,21
物流,16
馬力,41
最多,11
上段,14
輸送量,10
定期便,43
老朽化,16
船体,16
庚午,16
矯龍,11
拡充,25
弘明,23
平民,21
海員,26
黒字,11
スクーナー,15
隔日,15
繁忙期,13
割引,10
顧客,15
保有,21
村井,11
下期,17
他社,13
船籍,15
受注,43
改造,17
夜学,10
永野,11
受容,15
授業,72
岩崎,24
川田,20
傘下,23
周り,13
獲得,32
短縮,11
社屋,21
預金,48
値上げ,45
各紙,13
保護者,10
各社,34
大倉,21
戦時下,37
学校長,27
終点,13
激化,11
和解,19
開戦,34
年末,16
徴用,14
事変,21
配船,11
中型,10
経費節減,11
地元紙,19
波及,10
門司,13
社外,35
綿糸,10
なかば,26
依存,12
末広,15
大家,14
中堅,13
笹野,14
運び,16
広谷,11
横ばい,13
遭難,10
魚商,19
従事者,10
調査会,10
利益率,22
行軍,10
発注,20
体験,11
日銀,33
官憲,15
延期,16
工程,10
不備,14
百四十九,15
金貸,14
金融界,18
島原,14
百十九,11
反動,17
両行,16
タイプ,11
受渡,10
同業者,23
開店,12
転機,10
貯蓄,39
倶楽部,104
講演,31
組織変更,11
参入,21
適格,13
矢野,31
出資金,11
雰囲気,23
製網,18
製革,41
ウェルブ,14
修業,70
夫妻,17
ゴム,51
本所,13
玉林,18
原材料,13
建築物,18
官立,22
再開,49
トムソン,11
復旧,18
工員,11
ボストン,10
採氷,13
医療,22
売り上げ,15
浅田,21
徳太郎,15
人造,33
宣伝,37
医員,18
失業,25
ゆえ,11
酒造,12
清酒,15
売上高,63
鉄工業,11
有江,11
製作所,12
船台,10
同意,23
従業員,79
値上がり,11
会長,101
康太郎,11
精米,15
スコット,10
吉太,16
常務,22
末富,12
販売先,10
支部,206
猟獲,13
富永,12
青柳,16
電灯,55
発電,11
水力,14
漁村,23
烏賊,18
釣漁,12
桧山,10
延縄,12
準則,14
日本水産,32
漁業法,16
漁業権,73
生鮮,35
定置網,12
塩辛,49
解禁,17
優先,12
漁区,163
デンビー,35
初旬,10
豆粕,10
漁撈,20
ニコラエフスク,51
鮭缶,11
水域,23
オゼルナヤ,12
北区,10
密漁,10
借区,21
猟場,12
保証金,10
遠洋,16
奨励金,12
川端,10
西海,10
銃手,12
分校,32
学力,18
廃校,26
就学,66
開校,93
教員,281
学校教育,41
中学,30
教則,16
教科,43
数学,10
予科,23
月額,38
課程,33
在学,13
サルトフ,12
学科,34
学級,73
両校,12
校名,14
学齢,21
児童,219
小学,57
松蔭,16
公立小学校,52
専門学校,35
初等,33
学区,18
卒業生,53
学業,10
学事,47
卒業後,24
校内,10
満員,10
寄付金,42
テーブル,26
賦金,30
常盤,18
同校,63
宿直,11
就学率,26
文部,41
全科,12
修了,14
修身,11
体操,14
教育課程,33
高等科,38
併設,12
杉村,10
学校令,37
尋常,77
代用,10
教科書,10
尋常科,32
教養,13
方向性,10
校長,53
首相,18
総務,13
義務教育,23
移管,18
父母,25
家庭,103
子ども,83
法人,26
学年,40
盲唖,22
ドレーパー,10
福祉,24
院長,23
篠崎,22
清次,10
養育,12
公会,14
本科,64
育児,41
幼稚園,39
開園,10
武藤,10
折り,11
教諭,16
陳列,18
進学,25
専修科,15
演習,15
補習,58
卒業者,14
現役,10
高等,22
師範,28
退学,11
副会長,15
岡野,19
会場,72
分会,24
常会,26
会誌,11
定例会,11
休刊,15
機関誌,31
廃刊,31
講習会,28
編集,33
例会,17
習合,12
神道,133
宗教史,13
正覚,14
宗教界,25
営み,14
教部,28
取り調べ,13
檀家,17
本寺,10
教団,29
実践,57
エネルギー,14
計画書,11
競馬,16
社格,12
祭典,27
兼題,10
教院,10
中教,14
センター,25
大教,11
苦難,11
邪宗,13
信教,12
教義,25
基督,12
クリスマス,12
日蓮宗,19
コラム,11
戦没者,15
イベント,10
慰霊祭,10
現世,10
火葬場,14
黴毒,21
嘱託,11
与一郎,11
講習所,10
産婆,35
看護婦,34
検疫,14
死亡者,10
検疫所,11
引手,12
公娼,28
遊里,18
梅川,10
髪結い,12
解放,21
人身,15
宛て,11
二業,11
制作,25
常次郎,19
慈恵,10
開場,12
入場者,18
洗濯機,35
被災,12
縦覧,40
印刷所,19
活字,17
月賦,14
編集長,20
日刊紙,15
購読,11
購読者,16
部数,15
編集人,14
改題,14
小説,20
言論,17
擁護,14
政友,31
幹事長,14
設立者,10
総選挙,21
立候補者,11
珍報,15
発売,16
読者,36
川柳,43
画壇,21
不能,15
入場料,13
写真家,12
基金,11
新製品,17
寄贈,10
空き地,14
勤労,53
高揚,15
低賃金,15
労働争議,20
社会主義,37
ストライキ,42
争議,107
北日本,37
訓育,24
生涯,11
啄木,76
壮丁,16
師団,28
司令部,40
憲兵,21
徒歩,10
出征,11
支部長,35
宣戦,17
慰問,18
募金,22
軍人,47
公友,12
選挙戦,13
会派,14
選考,27
道会,11
市会議員,47
発会,27
有権者,14
公会堂,34
平次郎,11
投票率,11
両派,11
恩賀,10
農林,51
成金,17
製缶,13
海参,14
貝柱,16
冷凍,31
租借,15
卸売市場,23
高村,12
外国米,24
燐鉱,12
中華,19
民国,10
大衆,40
日貨,34
排斥,34
対中,14
空缶,19
関東州,15
サハリン,12
タンク,25
太洋,23
大泊,13
