noun,count
まち,15
刀子,13
済,47
銅,33
盛,30
春秋,11
同心,30
織物,12
美術品,11
着,71
大和,17
結合,10
田中,147
限度,33
桝形,10
伊東,13
江別,73
認識,55
北大,31
仙台,72
勝,27
覚書,44
蘭,14
街区,39
ラサール,15
敷地内,13
近辺,18
掘削,10
一角,16
石塚,25
コーヒー,10
所蔵,49
渡辺,255
かかわり,25
日用品,13
鯨,42
補助,102
力,205
なし,65
半数,63
海産物,359
産物,275
雄,14
左右,19
対,192
土着,10
甕,27
各県,20
北上,14
盛岡,14
フゴッペ,11
後藤,19
町村,27
農場,18
全長,10
火力,15
発電所,17
文字,52
漁師,23
小山,12
構図,21
大鳥,24
登場,38
効果,73
鹿皮,13
安定,42
鉄製,21
武器,22
器具,51
通例,12
既述,15
帯状,15
浮,12
発足,55
いくつ,30
いま,33
終わり,15
ごろ,18
母体,26
金具,15
鋳造,22
令,201
制度,448
授,13
下級,15
茂,24
武装,11
軍政,64
情勢,48
品質,37
不良,29
行為,66
百姓,35
城下,36
暴動,18
政権,46
事象,19
銭亀,30
寺院,231
製鉄,26
永享,15
鰐口,15
備蓄,10
珠洲,11
日持,48
上人,12
称名,45
榊,14
屋敷,21
寸,20
箱,71
紋,30
座,84
夷,19
鋳物,20
営業,534
和泉,22
釜,30
社寺,14
鐘,19
吉岡,16
移入,191
武士,13
番,78
地先,39
加藤,59
入り,25
印,61
瓦,22
石川県,19
通宝,24
開,200
弥,17
宝,51
昌,16
聖,44
初,125
貨幣,55
興,12
康,21
金,491
数量,46
鋳,38
支配,131
昆布,557
豪商,21
宇賀,13
加賀,43
右衛門,35
政通,10
季,46
通,147
館主,18
永正,12
戦い,22
構築,10
二十八,17
初代,126
弥太郎,18
二郎,23
景,23
旨,339
町名,52
築造,63
戦闘,40
展望,18
振,13
決定,156
余り,29
近世,71
自ら,73
交渉,257
両地,11
書記,75
問,34
鹿島,21
征討,10
理,11
錦,21
誤り,10
正月,68
従,30
諸君,31
しだい,27
輔,22
歌,38
都,17
氏,230
京都,104
余人,27
党,196
延,11
満,27
小島,14
言語,19
融通,25
布教,139
夜話,14
日蓮,15
庵,52
史料,361
真偽,10
仏教,174
人びと,101
市川,25
十郎,16
筆,24
検,31
録,186
母,29
北条,11
まこと,17
統治,31
酋長,16
安東,46
子,87
五郎,36
領,62
守護,11
徴収,92
一族,21
作,45
而して,18
景況,33
若狭,17
小浜,27
庶,10
代目,56
時点,107
嘉吉,11
僧,22
取扱い,35
再興,16
請,22
答,10
宣,11
弟,22
再建,89
娘,17
賞,53
賊,15
蔵書,13
回復,39
郷,33
兵,87
下国,12
四郎,169
太郎,53
武田,42
相原,15
胤,20
大畑,14
蠣崎,33
事件,290
真相,11
安,35
敗戦,201
のち,109
八郎,43
家政,17
本市,20
役,188
定,134
上ノ,20
繁,12
田,24
出身,118
次郎,59
住,38
亀,18
系列,32
権力,17
戦乱,11
航海,181
格差,27
出先,32
従来,231
税,218
金銭,52
廻船,22
博,37
越中,13
回船,15
免除,21
特権,35
海運,409
艘,179
地産,50
庄,12
院,151
活躍,39
全盛,22
充,12
問屋,464
掛,173
繋,20
良港,14
商業都市,19
論理,15
指摘,38
往時,15
通貨,19
矛盾,33
友好,11
旧来,59
連合,105
被,158
とり,12
不満,43
騒動,66
直接,21
価格,315
粗悪,16
交換,77
闘争,42
勢い,31
有様,32
契機,123
戦死,17
左衛門,24
平穏,23
さき,58
動乱,12
統一,84
抗争,14
繁栄,44
手中,11
系譜,18
家臣,29
ども,12
一説,12
小船,12
尋,21
浪人,10
書状,40
旅人,24
運上,146
過半,24
取,214
収税,28
吏,18
待遇,42
権益,20
感情,25
兄弟,19
乱,11
根拠地,35
利,44
書面,32
髪,18
職,183
動静,13
講和,47
知内,22
自家,15
方策,31
領土,15
確立,78
協定,58
人民,126
根底,14
幕藩,21
制,448
展開,107
秀吉,11
前田,33
民部,18
天下,17
大坂,98
陳,11
しむる,21
思い,33
路,16
誠,36
成功,35
禁,15
通行,18
許可証,14
領主,12
支配下,17
帰国,45
早々,38
近在,24
下知,11
某,37
殿,12
追,23
政務,25
扶持,12
権限,85
交代,29
資格,88
大名,29
一挙,35
年貢,19
原則,69
独占,95
権,129
領地,21
知行,24
諸役,13
口銭,123
雑税,10
専売,19
収益,34
財政,200
禄,14
態勢,19
持,57
得,174
利潤,28
政治的,35
末端,14
生産者,118
強化,101
復活,38
方針,278
紛争,17
取締り,61
番所,48
建て,36
近郷,11
亮,19
松田,24
汐首,16
箇,16
取締,220
訴訟,44
処分,81
禁止,108
取扱,311
制限,87
釘,10
検査,85
世間,20
家持,10
奨励,75
租税,32
務,40
名主,63
人組,15
自治,74
生計,14
繁殖,13
出稼ぎ,37
辰,15
永住,10
出稼,47
一家,30
夫,105
生産物,29
後年,21
反歩,10
染,11
退,20
要,88
酒井,24
佐藤,137
人心,22
実情,64
小屋,30
下山,11
未曽有,18
役宅,47
橋梁,11
民家,19
泉沢,11
巴,81
重点,26
設定,61
各港,31
実現,71
積荷,37
実態,120
近江,37
敦賀,44
船宿,27
屋,277
六兵衛,11
宿,72
与兵衛,24
名前,77
地場,46
漁民,122
業務,299
さけ,10
他国,32
許可,277
禁制,19
物品,117
味噌,30
塩,126
大豆,21
小豆,15
麦,13
蕎麦,11
木綿,14
品物,45
通達,25
名実,13
動向,134
請負,137
仲間,35
蔵,227
諸藩,50
権利,83
鮭鱒,238
出店,41
実力,23
入用,49
資本,293
漸次,24
負債,19
償還,27
講,28
負,10
名目,49
茅部,29
与,43
請負人,171
鰤,13
鰊,162
漁場,459
労働者,311
伸長,22
商港,26
改革,164
移民,47
魚油,27
先進,17
魚肥,32
需要,349
若,33
諸港,52
体系,32
歴史的,47
販売,386
収入,180
税制,13
税目,13
税率,11
鰊漁,34
改正,372
薪,41
増徴,13
鱈,30
新設,110
木古内,36
在住,142
関税,14
反対,188
売買,209
財源,29
厘,91
小宿,43
願書,127
伺い,25
井口,23
長崎屋,29
忠兵衛,39
亀屋,14
蛯子,51
武兵衛,18
荒木,14
株式,50
和賀,16
宇右衛門,10
藤田,18
長右衛門,11
廿,15
拾,45
ニテ,85
仰,32
帳,31
同月,80
於,142
ジ,14
定員,51
人員,99
人名,15
株仲間,18
再編,19
改,43
倉庫業,113
断,50
不正,18
救助,34
専業,39
売,49
仲買,88
船頭,29
宿泊所,17
譲渡,21
海難,29
事故,69
代理人,13
船手,33
荷物,122
本来,66
言葉,38
断り,10
大津,18
基本的,18
かわり,11
世話,27
本業,20
指示,86
物価,102
結成,119
出来事,34
崩壊,17
活発化,35
薩摩,29
出身者,39
干鱈,10
衣類,28
必需,12
利益,221
行商,17
運輸業,10
仕込み,25
集荷,90
商権,51
自己,87
手船,14
雇用,51
船団,67
下関,33
良,14
自営,10
近,13
前貸,24
買取,20
不漁,29
打撃,78
村山,27
栖原,29
角兵衛,11
伊達,32
経歴,26
新興,95
成長,148
衆,13
賃,27
買,66
北前,48
船主,160
伊兵衛,13
治郎,12
弥兵衛,36
西川,17
取引,399
小一郎,10
盛衰,16
家業,33
鯡,12
ヶ年,16
此度,13
由,16
宜,35
株,108
俵物,61
清,143
オランダ,67
生糸,10
超過,10
多額,55
替,12
決済,17
煎,55
海鼠,55
干鮑,43
鱶鰭,11
鯣,114
前書,10
斤,50
手代,20
歴,11
当所,14
売人,11
答申,44
一手,51
代表者,57
小川,106
願,187
統制,227
地元,201
銀,39
申,106
増産,25
対策,153
不足,220
漁船,155
一同,67
作成,254
買入,24
貫,147
総量,12
普請,48
同額,17
トップ,42
採用,52
久蔵,12
勘定,61
吟味役,29
三橋,10
警備,65
一行,60
配下,16
橋,68
帰途,12
天塩,10
評議,22
覚,32
厚岸,42
一昨,12
通詞,53
隊長,28
兼,120
応対,16
工藤,86
幸兵衛,15
柴田,11
出帆,65
音,18
沙汰,25
異国,42
国法,11
申出,18
煙草,14
砂糖,34
目付,14
料,158
途,27
北門,60
叢書,18
冊,48
復,22
折,28
足軽,31
竹田,10
例年,33
病気,47
番屋,26
妻,19
番人,12
現実,65
不安,63
同地,60
番頭,21
総勢,14
両藩,12
邦,19
攻撃,64
恵,11
是,18
休,17
用掛,49
老中,128
監督,90
試験,129
経験,63
田辺,52
高橋,76
助,57
成績,82
捌,26
漂民,21
ラックスマン,14
露,46
総督,80
藩吏,10
熊谷,10
郎,34
来航,36
同所,58
吾,15
松平,68
処置,63
使,73
忠房,10
命令,147
訓令,37
応接,116
諭,10
徒,53
村田,28
陸路,20
海路,10
幕吏,31
貞,13
両船,13
行方不明,12
約束,26
都合,37
訳,60
市長,406
入津,14
件,384
ル,91
ヨリ,214
上陸,115
役人,122
浴場,10
主人,24
許,23
演劇,13
観,45
或は,23
パン,25
前出,163
同人,56
宅,48
通訳,110
歓迎,11
意向,52
洗濯,35
幕,187
理由書,11
我,14
他人,15
之れ,16
貴国,10
委任,12
諸般,18
法律,97
一事,19
為,262
早朝,12
出発,31
夕,14
食事,33
料理,20
ツ,40
各自,50
上級,19
傍,12
毎,343
国民,224
日々,17
乗組,22
行列,19
会見,32
観念,18
邸,11
当日,34
両日,17
誤解,11
手当,52
牌,33
趣旨,53
態度,75
平和,61
通商,112
つもり,17
防備,23
帆,43
困難,86
香,12
天津,11
出港,69
海軍,137
上旬,20
薪水,55
家老,14
水深,27
外人,48
書籍,115
露人,11
芝居,11
相撲,16
警戒,34
乗組員,85
両人,17
船内,24
前回,21
武,15
閏,52
同船,27
守備,26
鉄砲,10
挺,48
匁,12
海産,226
鰯,23
生命,30
集散,65
札,60
干潮,10
三石,15
商売,64
声価,10
大漁,17
大略,18
山背,44
弁天,122
崎,21
漁獲,187
活況,44
在勤,35
竹内,85
保徳,10
素人,20
婦女,23
〆,16
キログラム,10
豊漁,30
漁期,39
火葬,22
苦情,23
塩鱈,10
新年,11
鰯漁,11
港内,73
産出,21
鮑,13
在郷,10
中心地,21
僅,12
神職,12
年中,15
観音,17
渡航,11
法華,17
宗派,15
嘉,11
豊川,28
稲荷,65
郭,25
おり,11
祭,48
御用達,23
献金,13
方々,12
一員,19
士官,45
高田,47
本山,20
掛所,11
本願寺,43
開教,52
年額,32
直属,17
派,162
対抗,22
乗,101
浄土真宗,10
別院,22
東本願寺,17
末寺,15
寺川,23
浄土宗,10
説教,21
仏,32
明細,10
創立,283
念,25
搬入,10
渋谷,19
作風,12
弾圧,29
信者,50
キリスト教,202
消息,10
正教,24
軍艦,147
シビル,18
水夫,53
葬,14
直接的,14
教,198
先駆,27
領事,367
着任,19
ハリストス,28
天主,21
公,226
教会,175
デ,13
衛生,108
後任,42
ニコライ,27
神明,15
神官,47
ロシア語,124
山東,11
魯,330
教化,39
紹介,47
供養,20
毎月,55
僧侶,22
思想,81
北條,29
小松,10
松,47
庶民,63
如水,10
致,145
夷人,11
公使,57
コック,10
図画,14
一条,16
写,78
俳人,13
無外,12
門,69
脇,17
思,38
本名,25
支配人,74
居,59
請負業,32
ママ,12
亭,10
画家,71
年寄,93
三条,17
書画,13
町人,14
意識,76
集散地,28
上期,15
村々,26
追放,43
婦人,245
源次郎,12
酒田,25
相場,105
代金,60
船入,17
見聞,17
備,26
土蔵,24
警衛,39
羽太,16
正義,44
戸田,11
期限,46
藩領,10
不便,34
収納,25
衣,12
小児,15
父兄,16
弱,57
宿舎,29
時宜,12
択捉島,18
骨子,12
吏員,37
頭取,78
正,69
高田屋,29
嘉兵衛,100
御用,66
和船,95
勤務,32
赴任,16
将軍,25
調役,46
下役,26
交替,26
詰,62
地積,13
坪,321
建坪,11
泉,41
敷地,74
永久,13
上知,11
人材,22
視察,68
修好,18
米商,13
フォストフ,11
今度,28
紗那,17
戦,46
久保田,11
任,79
庄内,24
臨時,213
出兵,21
藩兵,20
沖合,46
風説,13
人数,70
進駐,39
混雑,17
今回,28
評判,18
将兵,17
合議,11
免,14
おそれ,17
廃止,262
再開,60
幌泉,18
用達,60
運航,77
官船,18
雇,68
兵庫,78
行政上,12
澗,109
造船所,154
官民,30
築,60
地蔵,15
地蔵町,96
栄,16
永,25
小舟,12
荷,26
揚,26
利便,17
廉,31
之義,19
とおり,266
築島,28
造船,214
修繕,67
ヶ所,15
建,82
雑記,15
高砂,28
開墾,32
収穫,25
見込み,34
指令,119
勤,10
剛平,12
達,177
聞,38
過剰,38
希望者,32
町歩,30
費用,136
何人,22
新開,10
植樹,10
山林,12
卯之助,13
杉,11
模範,10
脱走,135
所有,164
証書,22
大臣,155
相手,48
裁判所,203
書類,184
税金,36
綴,30
触書,63
町会,155
町代,21
組合,900
辞令,28
人別,18
職務,48
法令,35
届,69
地所,93
勧,27
掃除,27
駅逓,46
廻り,14
鑑札,36
西村,37
協議,171
総代,131
上納,20
組頭,46
町役人,17
集会,99
暮,10
人足,20
入費,81
賦課,27
筆墨,14
紙,153
当年,10
半額,20
上書,16
共有,55
警察,224
牢屋,24
国防,14
害,19
希望,73
枢要,11
扱,65
浦賀,45
出張,64
仕入,38
認可,139
取調べ,15
値段,39
追加,16
金額,136
うえ,114
入札,75
高札,13
落札,11
払下げ,64
払下,35
通用,14
海浜,11
産額,14
飛躍的,25
東回り,24
要求,187
船大工,16
大島,31
安全,30
三厩,10
多大,34
便益,14
寄港,34
移出,216
塩魚,23
同志,42
粕,80
塩鮭,49
弥吉,13
金兵衛,20
回漕,146
物産,105
運漕,25
看板,23
支店,379
呉服,23
太物,14
荒物,21
必需品,22
相談,27
水戸,17
国後島,13
衝,15
食,32
領有,15
努力,71
建造,81
搾粕,16
塩鱒,131
盛況,42
官営,17
大資本,13
手続,30
人件費,25
仕入れ,10
金高,14
留,172
松本,14
真,21
要項,17
如く,11
概算,16
競争,121
高値,20
収支,66
滞納,12
直営,28
卯兵衛,10
回送,18
請願,106
両港,27
選定,26
連名,38
甚,21
御役所,65
存続,39
今年,15
喜兵衛,16
清六,12
惣,35
善吉,28
惣代,18
専,32
倉,35
部屋,33
仲町,12
大工町,20
大黒町,10
従前,56
対立,60
要望,77
運賃,152
商工業,75
同断,11
議定,13
艦長,18
ゴロウニン,38
少佐,10
会談,60
あて,65
島内,10
ボート,14
絵図面,10
手紙,16
部下,12
食料,99
運転手,14
給与,25
伺,161
往復,107
副,185
リコルド,27
艦,48
砲,34
死,19
光景,22
一度,37
要旨,17
日本語,29
意思,17
捕虜,21
釈放,11
ディアナ,14
彦助,10
陣,32
水産物,129
途中,30
銃,20
鑑,17
主意,14
連行,19
犠牲,22
日露,211
両国,59
調停,20
翁,10
伝,47
行き,35
達し,28
居候,25
心得,115
少年,34
再度,11
騒ぎ,14
同行,39
健康,15
前途,19
折衝,17
審議,61
服部,20
囚,25
長官,315
兵器,15
予備,44
矢不来,45
有川,49
訪問,15
民政,30
手記,10
埠頭,124
政,26
且,63
立場,97
余裕,23
帰還,23
子供,41
風景,29
裡,10
解決,42
両国間,12
斡旋,59
官憲,21
近隣,30
消火,12
消防,86
通牒,10
山ノ上町,28
棟,89
実行,91
町家,11
類焼,28
措置,117
窮民,14
働き,21
重役,28
趨勢,14
業態,21
感,63
古来,12
増殖,16
例外,35
繁忙,14
体裁,26
子供たち,12
遊び,23
附,25
大工,35
売女,12
渡世,27
芸者,26
過ぎ,13
果物,10
貧富,11
島田,35
薪炭,11
親,32
ほう,33
裁縫,29
菓子,59
珍味,111
豆,19
粉,11
飴,18
改善,107
か村,14
教導,89
推進,74
幕閣,22
効,10
手配,18
軌道,54
配慮,29
水野,14
三浦,11
貸金,15
引継ぎ,21
仕法,25
本店,88
職制,30
諸税,15
出納,48
席,45
施政,22
総裁,25
益,23
扱い,82
居り,10
歳出,28
藤野,31
没落,10
斗,39
養子,11
異人,49
領分,11
競売,36
船名,15
差配,11
奉公,21
損益,24
抵抗,26
工,73
触,42
判,16
積取,15
契約,207
自分,55
総計,16
三重,20
買付,33
取組,20
対応,184
試験的,10
繁盛,11
肥料,100
イワシ,11
斎,17
勃興,17
寛,10
発行,237
有志,149
建網,38
増減,23
生産量,34
升,49
知人,10
広,16
茶屋,32
江,78
船々,12
町並み,19
丁,27
職人,40
家作,15
近来,14
k,53
板橋,10
日雇い,12
私娼,19
妓,64
例祭,16
幕領,29
娼妓,111
長屋,18
天神町,12
打,16
山田屋,10
砲台,82
遊女屋,39
大石,10
免許,51
興行,16
楼,16
清水,26
峨,47
大洋,25
蓮,11
概略,19
衝突,13
停泊,11
小右衛門,11
敵,25
出漁,295
七郎,11
本船,16
援護,120
翌月,20
航行,22
送還,12
捕鯨船,38
紛議,12
欠乏,54
築城,28
設計,46
多年,21
防,47
捻出,10
営利,16
論議,17
焦点,12
永井,33
両所,11
住職,12
石田,21
兵士,38
厳重,11
先生,25
論集,14
塾,23
推薦,47
書物,13
教師,103
師匠,10
若山,18
藤兵衛,15
文章,15
付録,28
富,15
俳句,26
弁,10
発,69
郷里,11
結社,57
社中,20
山崎,54
句,26
平田,74
響,11
資,11
生まれ,65
商家,15
幼児,14
浅草,13
杉浦,148
嘉七,65
模写,11
牧師,14
和親,49
提出,64
回答,93
合衆国,13
財産,83
箇条,10
琉球,13
内国,73
捕鯨,48
人命,13
プチャーチン,16
勃発,29
英仏,17
締結,48
通告,12
全権,17
回航,20
国境,15
全島,13
艦船,26
調印,47
返還,19
日米,95
海防,10
達書,47
勘解由,35
遠藤,58
又左衛門,21
数人,10
全文,15
アメリカ人,85
山の手,17
小間物,16
見物,15
神仏,79
葬儀,28
見通し,57
木戸,11
同日,46
帆船,219
乗船,29
何れ,26
大勢,27
哉,33
編集,42
庫,53
何事,12
主馬,10
関,111
船長,73
洋服,19
サケ,96
要請,73
灯,23
但,31
苦心,12
ポーハタン,12
ミシシッピー,13
署名,32
責任,80
堀,125
平山,26
翌日,39
ウイリアムズ,23
司,32
支那,50
挨拶,24
約定,55
退去,10
見学,11
眼,19
漢文,34
宿泊,10
旗艦,13
一応,27
明年,12
効力,24
条項,34
出席者,18
名簿,53
前月,10
遊歩,39
以内,56
需用,46
商店,235
任務,66
本務,15
丞,23
斐三郎,39
取り決め,13
水兵,11
異例,10
付け,670
火葬場,18
供,12
同前,287
願い,53
同情,12
桟橋,115
友,27
便宜,31
乗用車,13
尚,17
紳士,10
徴,14
塵,10
拒否,23
同意,32
安堵,12
談判,17
見込,64
大意,11
意見書,35
概況,24
防禦,34
仕向,23
分割,21
弊,21
旗本,10
苦,19
乙部,10
趣意,46
知,42
歳入,24
津田,14
要所,14
申請,77
別紙,20
兵力,11
所管,96
田村,38
会津,19
守衛,10
諸事,17
各藩,13
不当,10
責,10
沿海,21
勝田,17
栗本,14
兼務,23
橋本,43
悌,14
総額,129
継続,54
下付,31
内訳,55
山口,38
石垣,43
松川,20
石工,11
井上,87
喜三郎,92
津波,28
回天,23
工学,10
広井,14
設,66
堀割,25
五稜,28
郭内,15
完成,89
保,57
而,83
年末,19
軍事的,14
対外,32
逼迫,15
岬台,18
工費,28
料理店,16
石炭,224
案,275
猟,115
過半数,14
迷惑,13
祝砲,10
所得,39
馬鈴薯,16
代価,16
リード,18
間敷,17
在留,94
承認,35
解釈,25
事務官,18
ライス,52
大統領,23
貿易港,36
総領事,10
手腕,11
期日,24
居留地,72
か国,19
居留民,11
弊害,54
落成,20
波止場,18
ドル,58
官費,66
竣工,39
坪数,14
ポーター,23
借用,11
抗議,26
貸,51
雑居,18
外務,22
遊郭,37
将校,12
鎮撫,18
生魚,14
組合員,86
漁夫,136
妨害,15
一躍,13
ユースデン,29
中国人,128
名義,65
外国語,24
治療,33
手伝い,12
技芸,18
豊治,17
匏,21
フランス人,21
カション,10
刺激,14
ストーブ,73
長之助,11
満州,57
蒸汽,10
商会,323
功績,15
付属,151
辞典,15
外交,66
パークス,10
発送,16
互,20
トラブル,23
抜き,12
変貌,12
文右衛門,53
経緯,62
不利,10
強行,12
課税,32
実績,85
仲,33
増額,26
諸書,13
強制,46
大改革,13
取締役,114
砥平,10
碇泊,37
書写,23
店頭,17
支払い,19
スタート,13
藤吉,26
国別,10
比重,116
圧力,17
半年,26
直輸出,33
自由貿易,16
実施,256
首位,39
のぼり,13
売却,31
需給,16
仲買人,22
正規,10
納入,16
売渡,25
沖之,28
迚,13
警保,22
回想,25
規制,89
向け,169
反発,13
具体化,34
懸念,11
今般,42
買上,11
双方,32
率,62
洋銀,31
上海,304
極,40
貨,17
能力,73
切符,17
引換,12
雑穀,36
騰貴,52
好況,65
重吉,33
佐野,31
資産,75
対応策,35
派遣,81
商法,81
税則,15
実況,21
アンムル,16
河,24
陽,10
陰,14
探偵,13
上記,44
提示,13
探索,16
并,83
本位,25
全覧,14
試,32
調所,25
日程,19
出航,14
復命書,24
学校,1340
至,87
皆,14
送,10
資金,347
露国,35
遣,28
醤油,34
セリ,37
ケル,51
トス,20
香港,51
国益,16
国旗,15
国体,18
企画,44
健,11
駐日,12
周旋,14
中止,62
反映,16
品川,28
製鉄所,10
乏,17
点検,15
奴隷,12
不都合,27
品々,12
然,43
売上額,10
破綻,13
石井,28
孝,27
鉱産,21
販路,101
序,50
原注,10
酉年,13
田島,13
経済学,10
加工品,25
焼酎,12
把握,11
無理,13
故障,11
水揚,18
諸用,22
現金,37
運営,102
増設,55
三井,212
文庫,27
筆者,16
松前町,22
扣,13
唱,14
前金,15
受,45
貸渡,47
取計,31
之通,17
売捌,23
引用,40
両替,11
出資,61
年次,36
為替,98
荘,21
出資者,13
投資,74
篇,17
小野,60
修,29
三井物産,45
影響力,20
凡,37
辻,53
書付,11
本文,24
メ,17
表記,15
積出,23
勘,18
廃,42
文言,29
施策,62
西岡,21
山本,133
荷主,51
緊要,17
仕込,116
振興,119
西回り,17
筵,15
金沢,34
雑貨,59
相対,21
悪弊,13
価額,70
国領,12
内山,38
手数料,34
荷為替,59
金利,33
信用,62
短期,14
貸借,28
抵当,35
借金,11
利子,26
質屋,19
金子,31
出願者,18
利息,11
好成績,10
給料,76
巡回,10
日用,11
価,18
下落,30
長州,11
白米,14
米価,39
玄米,12
暴騰,21
汽船,538
傭船,12
練習,10
山道,11
歌棄,12
藤山,20
溝渠,14
忠次郎,14
損失,57
狭隘,22
沽券,25
島野,13
治,33
出願,63
私有地,26
鶴岡町,24
営業者,34
池田,29
栄七,11
汚物,11
各戸,10
いか,16
活気,29
歩,55
連年,15
渉,20
蔬菜,10
農夫,10
中島,18
村民,20
資力,27
年賦,11
年限,79
借,30
官金,42
豊作,15
豊凶,10
随意,12
澱粉,29
醸造,15
製造所,69
資本金,225
斎藤,43
払い下げ,28
連署,18
裁可,22
才,34
薬,15
鉱業,17
しき,11
市右衛門,17
ケ,21
溶鉱炉,13
反射炉,14
年度,460
全力,12
大規模,21
留守,24
職工,129
操業,115
鉄工,64
松之丞,13
製紙,23
休業,52
器械,73
広告,144
キ,172
金森,82
馬力,53
造船業,51
勧業,77
年報,82
概表,17
欄,40
湯川村,18
本多,12
昨年,36
始,19
利吉,10
払込,38
社員,56
合資会社,43
特許,24
蒸気,39
区内,155
配当,36
界,334
漢学,10
医学,27
両名,30
弾薬,12
教育機関,46
洋学,14
化学,28
入学,116
開所,10
各々,26
郵便,85
海員,34
主義,118
消滅,10
語学,10
辞書,20
県立,10
名村,50
五八郎,11
英学,12
稽古所,13
余暇,11
養成,86
塩田,14
清吉,14
源太郎,10
代理,77
邦人,33
書記官,73
私塾,21
終,15
講義,14
文部省,147
学制,83
理念,10
邨,26
太政官,161
編纂,16
廻,12
見本,11
洋画,36
横山,16
印刷,74
末年,15
報知新聞,13
統,37
版,45
作品,99
天然痘,14
祈祷,22
病,23
医術,13
氏名,12
忠,10
温,10
卿,46
田沢,10
高野,13
開業,121
種痘,43
洋春,11
同国,10
医学所,30
面目,14
伝習,78
誕生,39
当事者,16
報酬,10
貧民,19
施療,13
玄関,20
診察,13
講堂,29
婦,31
子弟,42
玄,23
世話役,12
患者,56
研修,22
容,10
保健,14
殖産,11
籍,43
主筆,63
講習,14
所轄,17
交,13
正教会,25
入院,10
総て,24
無料,56
出火,15
カトリック,27
J,16
施薬,10
全書,27
痘苗,10
免状,27
開業医,16
総体,11
伝染病,21
恐れ,18
予防,61
公立,127
反応,10
苓,10
斉藤,64
歌舞伎,12
大谷,23
踊り,10
滝野,26
虎之助,10
鳳,11
見番,10
遊女,20
遊廓,15
本旨,19
損害,30
老人,10
ありさま,14
難,102
街路,23
救済,49
焼失,49
上空,11
身元,18
坂道,11
貸家,12
僅か,10
対日,41
日本国内,19
宛,37
親書,16
難破,12
帝国,106
略す,29
蒸気船,36
シンボル,17
協約,59
ショック,33
具体的,45
情報,111
一言,10
不二,27
内実,22
マイル,22
正弘,12
経験者,11
残,12
権威,14
幕臣,10
決意,17
当面,28
積極的,12
具体,18
運送,146
来日,10
草案,32
誠実,11
條約,11
章程,26
か条,57
ともなう,46
借地,11
犯罪,21
裁判,28
伝達,10
条文,23
除,27
モデル,14
望,12
ヘハ,16
大日本,54
受諾,11
所持,20
本人,21
和文,10
和解,24
翻訳,14
依,67
拠,10
成一,14
基調,21
提案,55
随行,18
身体,23
鹿児島,11
前掲,364
セ,83
存,20
ニハ,25
便利,25
仕度,11
弐,26
想像,16
差支,32
家来,11
尤,26
始末,10
責任者,54
ヘ,17
公布,77
師範,36
帰り,13
テモ,10
殊,30
モ,183
事例,52
戦場,11
損,11
神宮,17
締,49
申立,23
呉服店,11
ベース,10
出来,19
サ,107
財政難,11
リ,29
役場,48
稲川,10
徳,10
先発,10
謙二郎,11
壱,11
周知,13
千石,13
トン数,14
危険,32
所収,40
一覧,79
残留,12
始めて,10
即日,10
タ,23
決,37
記憶,15
通知,38
本紙,10
席上,18
進,21
支,19
記載,25
参謀,36
伍長,17
官員,34
尊,18
罪,31
公共,71
冒頭,19
款,18
廟,10
司令官,50
やう,13
吾々,14
利用者,43
以て,11
倶,13
亦,16
提供,49
即時,17
出役,12
黒田,98
會,26
思惑,10
事実上,22
所業,11
絶好,11
議,48
国政,12
失,12
細則,30
附録,18
終了,56
速,19
危機感,19
保証,21
噂,15
告示,59
掟,18
當,14
中等,136
グレタ,12
リュー,15
ドルフ,20
上申書,44
定置,41
弥四郎,34
マス,92
関門,14
船数,20
イタリア,11
国交,15
延べ,16
積載,22
購入,96
ロジャーズ,18
因,13
兌換,36
准,15
承,12
ミ,22
船客,30
サンフランシスコ,13
夫人,36
当該,62
さる,19
在日,18
上申,22
牛肉,12
修復,10
先般,13
飼料,30
至急,16
漬,13
形勢,13
素,12
全員,39
米穀,81
拝借,36
資料集,27
ウィル,13
将,20
次官,53
察,17
用船,20
結,10
改称,87
如,54
イ,74
ロ,16
貫徹,13
次席,10
増築,29
増強,34
状況下,27
遂,18
菊池,26
核,19
輩,15
見合,10
僚,10
中核,43
張,41
傳,15
卯,14
高島,22
ヵ年,14
運,42
現在地,19
築地,10
急務,34
営,25
専務,64
基き,13
プラン,21
経常,16
ポンド,13
固,11
支障,33
建具,11
賃銭,14
若松,105
船積,11
石数,18
着工,29
追々,20
進退,11
カノン,18
失敗,21
工事費,22
経済上,17
利害,35
旧制,10
基幹,19
竝,10
納税,23
経由,56
必至,11
関わり,26
直航,54
融資,77
尽,11
金貸,21
運用,36
変容,10
方式,61
引継,33
緩和,16
届出,27
文蔵,246
促進,55
大網,22
凶漁,10
浜中,11
自立,11
慶喜,33
削減,22
養育,15
決算,29
支出,71
貸付金,25
採算,25
再開発,11
経理,16
遠隔地,13
女紅,89
軍事,59
札幌市,48
改訂,26
旅費,11
自費,17
沢村,26
ついで,85
引渡,23
演説,134
着手,41
進捗,13
貸付,143
相馬,123
人気,38
投入,13
農,101
貸与,70
投下,28
装置,22
年表,30
開日,15
鯨漁,20
性能,10
調べ,20
船価,14
加,47
過当,10
熱意,12
ランス,12
質問,16
万次郎,14
最新,25
建言,33
山村,18
途絶,10
欠損,31
プロシア,23
ク,117
船具,47
