noun,count,label
厚田,16,City
箱館警衛,16,Incident_Other
勝田,40,Person
伊賀,24,Person
竹内下野,24,Person
津田近江,16,Person
小出秀実,16,Person
小出大和,16,Person
新藤鉊蔵,16,Person
橋本悌,56,Person
山口顕之進,16,Person
斐三郎,88,Person
弁天岬台場,120,God
備前,24,City
井上喜三郎,32,Person
喜三郎,72,Person
五稜郭関係の工事,16,Zoo
箱館御役所附,16,Doctrine_Method_Other
佐藤忠兵衛,88,Person
山田寿,88,Person
兵衛杉浦嘉七,16,Person
北蝦夷地御直場所,16,Position_Vocation
差配,48,Position_Vocation
請負人中川伝蔵,16,Dish
奉行小出,24,Person
人夫,96,Position_Vocation
石炭,904,Material
アメリカ商船,16,Academic
八郎右衛門,16,Person
下田港,48,Port
兵員,48,Position_Vocation
貿易事務官ライス,48,Position_Vocation
堀奉行,16,Doctrine_Method_Other
大統領,128,Position_Vocation
搾乳,24,Animal_Part
欧米文化,16,Culture
総領事,48,Position_Vocation
外国貿易港,40,Mountain
貿易事務官,24,Position_Vocation
米国領事館,16,Government
渡来船,16,Culture
寿兵衛,24,Person
ライス,64,Food_Other
ポーター,152,Person
木古内村,32,City
掛員,16,Position_Vocation
将校,40,Position_Vocation
組合員,464,Position_Vocation
生魚,48,Dish
五十,24,Person
海軍士官,32,Position_Vocation
ホジソン,56,Country
中国人,656,Nationality
医師ゼレンスキー,16,Position_Vocation
木津孝吉,24,Person
ゼレンスキー,24,Sport
田本,24,Person
研造,16,Position_Vocation
オランダ語,152,National_Language
フランス人,136,Nationality
メルメデカション,40,Product_Other
交換教授,16,Position_Vocation
箱館病院,24,Facility_Part
豊治,56,Person
欧米人,64,Ethnic_Group_Other
領事館書記,16,Position_Vocation
英国領事館,16,Government
次郎,56,Person
東蝦夷地産,32,Continental_Region
箱館居住,24,Doctrine_Method_Other
千歳川,32,River
文右衛門,40,Academic
問屋取締役,24,Position_Vocation
柳屋藤吉,40,Person
米英,32,Country
長崎俵物役所,16,Government
干鮑,64,Food_Other
昆布類,32,Food_Other
魚油,32,Food_Other
帆立貝,16,Dish
3港,16,Port
横浜港,72,Port
仲買人,56,Position_Vocation
藤吉,16,Person
仲買商人,120,Position_Vocation
イギリス領事館,64,Government
箱館表,32,Doctrine_Method_Other
上海,1816,City
船員たち,32,Position_Vocation
佐藤広,24,Person
雑穀,144,Food_Other
佐野孫右衛門,40,Person
尊王攘夷,24,Doctrine_Method_Other
勘定所,16,GOE_Other
亀田丸,112,Person
諸術調所教授,16,Position_Vocation
箱館出帆,16,Book
ニコライスキ着,16,Product_Other
黒竜江,48,Book
長崎出帆,16,Museum
千歳丸,72,GOE_Other
岡部駿,16,Person
手後れ,16,Doctrine_Method_Other
健順丸,16,Law
公使,144,Position_Vocation
勅使,32,Position_Vocation
大原重徳,16,Person
品川出帆,16,Museum
兵庫出帆,16,Museum
長崎着,16,City
品川,64,City
山口錫次郎,16,City
黄浦誌,16,Movie
元代,16,Position_Vocation
コンシュル,24,Food_Other
刻昆布,88,Dish
コンペニー,16,Food_Other
欧米諸国,24,Continental_Region
開国政策,16,Plan
売上額,72,Food_Other
箱館産物会所,32,Doctrine_Method_Other
田島佳也,48,Person
箱館会所取扱,16,Incident_Other
与力,16,Position_Vocation
会所附,16,Person
沖之口制,72,Doctrine_Method_Other
両替商,24,Law
三井八郎,48,Person
竹川彦太郎,16,Person
加嶋屋,16,Person
江戸会所,16,Political_Organization_Other
三井三郎助,16,Person
嶋田八郎,32,Person
小野善助,40,Person
三井,336,City
会所為替掛屋,16,Doctrine_Method_Other
北浜,16,GOE_Other
内国,48,Doctrine_Method_Other
羽後,32,City
瀬戸内海,16,Sea
下駄,24,Clothing
武富平作,24,Person
越前大野,48,Person
金子,32,Person
箱館裁判所,232,Incident_Other
白米,48,Food_Other
玄米,80,Flora
慶応年代,16,School
西洋帆船,152,Material
航海術,16,Person
箱館弁天町,24,Facility_Part
千代田郷,16,Domestic_Region
篤志,16,Person
鹿部,48,City
島野市郎,48,Person
上地,24,Person
遊女屋営業者,16,Incident_Other
大工町,80,Facility_Part
池田,72,City
堀川,40,Station
いか,16,Food_Other
樺太漁業,64,Political_Organization_Other
山田文右衛門,24,Person
家僕,16,Position_Vocation
七飯村,24,City
藤山村,16,City
村民,40,Position_Vocation
新開地,16,City
検地,40,Position_Vocation
新兵衛,24,Political_Organization_Other
焼酎,24,Food_Other
馬市,32,City
1頭,24,N_Animal
牛乳,40,Food_Other
アメリカ人ライス,24,Dish
奥尻,80,City
奉行竹内,32,Person
保徳,32,Person
青山,16,Person
市渡,16,Flora
反射炉,16,City
箱館丸,88,Ship
同家,16,Position_Vocation
西洋,272,Academic
田中百松,24,Person
汽船宇賀,16,Station
凌風丸,24,Ship
汽船神威丸,16,Facility_Other
北海道庁勧業年報,128,Government
函館区役所統計概表,40,Public_Institution
函館鉄,16,Material
目黒鉄工場,16,Company
函館馬車鉄道鍛冶工場,16,Facility_Part
陶器,24,Material
陶工,16,Clothing
茂辺地村,16,City
金子利吉,64,Person
函紡製紙合資会社,16,Position_Vocation
石塚又一郎,32,Person
府県,720,Domestic_Region
製紙業界,16,Material
上野,32,City
伊勢崎,16,Station
農家,32,Position_Vocation
藤山郷,24,God
刻昆布の製造,16,Dish
澱粉,136,Food_Other
医学,72,Academic
調所,64,Person
洋学所,32,Culture
山尾庸三,16,Person
南海,24,City
下総,16,City
開成,16,School
運上所,32,Culture
教授職,16,Position_Vocation
海老原,56,Person
鈴木清吉,32,Person
南川兵吉,24,Person
東浦房次郎,24,Person
近藤源太郎,24,Person
小林国太郎,32,Person
若山恒道,16,Person
益田孝,32,City
三田,16,City
英語教育,16,National_Language
ロシア領事館,96,Government
太郎,120,Person
司祭,24,Position_Vocation
邦人,56,Nationality
フランス語,64,National_Language
栗本,48,Person
伊兵衛,48,Position_Vocation
晩翠,16,Person
姫路,16,City
松代,16,Person
文部省,848,Government
若山,40,Person
保平,16,Position_Vocation
富原九一郎,16,Person
栗本匏庵,16,Person
嗣子,24,Position_Vocation
横山,40,Person
久五郎,16,Person
林十郎,24,Person
熊谷,16,City
天然痘,88,Weapon
柏倉忠,32,Person
町医師,16,Position_Vocation
官雇医師,16,Position_Vocation
御雇医師,16,Position_Vocation
田沢,24,Person
順庵,16,Person
教授役,32,Position_Vocation
仙庵,16,Person
米沢,24,City
海軍,224,Military
外国人医師,80,Position_Vocation
医学所,104,Doctrine_Method_Other
匏庵遺稿,16,Music
娼妓,56,Position_Vocation
医師たち,56,Position_Vocation
ロシア病院,96,GOE_Other
医学館,16,Political_Organization_Other
患者,264,Position_Vocation
薬園,16,Person
箱館奉行組頭,16,Position_Vocation
箱館医学所,16,Culture
開拓使事業報告,304,Plan
医学校,24,Position_Vocation
オランダ人,32,Country
山陽,16,City
桑田,16,Person
函館市史,360,Book
函館病院,416,GOE_Other
開拓使等外1,16,Natural_Phenomenon_Other
鈴木良斎,16,Person
開業医,96,Position_Vocation
伝染病,56,Weapon
天然痘予防規則,16,Animal_Disease
豊川病院,80,GOE_Other
軍医,24,Position_Vocation
前田政,16,Person
会所町,160,City
函館市史統計史料編,16,Printing_Other
石炭ストーブ,136,Material
軽業,16,Position_Vocation
歌舞伎,56,God
田中座,16,Facility_Other
音曲,24,Product_Other
山ノ上町,16,Food_Other
茶屋町,16,City
江戸吉原,16,City
遊女,40,City
都々逸,16,Doctrine_Method_Other
鍛冶村,16,Dish
桔梗野,16,Flora
仏教,600,Mineral
鬼人形,16,Doctrine_Method_Other
大津,56,City
箱館湾,16,Facility_Other
寺町通り,16,GOE_Other
農民,72,Position_Vocation
伊豆,32,Domestic_Region
日米,336,Country
祖法,24,Position_Vocation
アジア,88,Continental_Region
日本国内,152,Country
久里浜,16,City
フィルモア,16,Person
日米両国,24,Country
難破船員,32,Position_Vocation
江戸湾,32,Political_Organization_Other
江戸湾内,24,Ethnic_Group_Other
旗艦サスケハナ号,16,Movie
老中阿部,48,Person
正弘,40,Person
徳川斉昭,16,Person
阿部,184,Person
諸大名,16,Position_Vocation
浦賀沖,16,Sea
小柴沖,32,Sea
儒者,16,Position_Vocation
対米,64,Country
ウィリアムズ,16,Person
遠征日記,16,Movie
領地,32,Position_Vocation
下田開港,24,Person
対日使節プチャーチン,24,Product_Other
日米両国間,16,Event_Other
箱館来航,32,Incident_Other
松前辺,24,Mountain
江戸藩邸,16,Political_Organization_Other
江戸湾来航,16,Incident_Other
老中達,32,Position_Vocation
重臣,16,Position_Vocation
江戸留守居,16,Culture
松平乗,40,Archaeological_Place_Other
松平家,16,Family
松平,72,Person
奉行石河,16,Person
石河,16,Person
剛平,40,Person
箱館渡来,56,Culture
家来,40,Position_Vocation
村田,48,Person
領民,24,Position_Vocation
アメリカ船渡来,16,Ethnic_Group_Other
箱館沖,32,Sea
異国船,16,Ship
呉服店,32,Clothing
草履,16,Clothing
黒い,16,Nature_Color
中台信太郎連名,16,Position_Vocation
台場沖,24,Sea
黒川嘉兵衛,16,Person
ヴァンダリア号,32,Material
遠征記,24,Movie
中国語,32,National_Language
ストレート,32,Doctrine_Method_Other
浦賀奉行組,16,GOE_Other
平山謙二郎,72,Person
ポーハタン,16,Position_Vocation
広東人,16,Ethnic_Group_Other
軍事力,16,Position_Vocation
所収,40,Person
井上富左右,16,Person
井上,296,Person
連署,40,Position_Vocation
正文,32,Person
士官たち,16,Position_Vocation
代表者,320,Position_Vocation
名村,256,Person
両名,56,Position_Vocation
出役,32,Position_Vocation
蝦夷地御用,16,Position_Vocation
平山名村,48,Person
平山,16,Person
小島,24,Person
堀織部,24,Doctrine_Method_Other
遠藤,56,Person
堀村垣,16,Doctrine_Method_Other
日米和親,56,Government
英語版,24,National_Language
外交上,16,Position_Vocation
箱館港掟書,16,Facility_Other
函館税関沿革史,16,Plan
岩瀬弥四郎,24,Person
アメリカ捕鯨船,16,Company
クリミヤ戦争,16,War
中近東,16,Continental_Region
極東,80,Country
ロシア軍,16,Military
大日本古文書幕末外国関係文書,32,Book
維新史料綱要,16,Book
最高責任者,16,Position_Vocation
ドイツ船,16,Province
ドルフ,104,Person
艦隊司令官,16,Position_Vocation
ロジャーズ,112,Person
日本語版,16,National_Language
阿部正弘,32,Person
箱館止宿,16,Doctrine_Method_Other
夫人,184,Title_Other
サンフランシスコ,56,City
ハワイ,16,Province
ヴィンセンス号,16,Product_Other
両国政府,16,Government
乗艦,16,Product_Other
牛肉,56,Food_Other
シビル,24,Person
牛肉牛,16,Dish
シビル号,40,Political_Organization_Other
肉類,24,Food_Other
養生所,24,Doctrine_Method_Other
鶏卵,24,Food_Other
幕領地支配,16,Culture
蝦夷地奉行,32,Facility_Other
竹内清太郎,16,Person
幕領,24,Position_Vocation
幕領地,24,Culture
キリシタン,24,Drug
木古内村以東,16,City
蝦夷地調査,16,Printing_Other
竹内堀,24,Person
箱館御役所,56,Position_Vocation
箱館奉行配下,24,Doctrine_Method_Other
箱館山麓,16,Law
亀田有川辺,16,Person
矢不来,56,Facility_Part
弁天台場,104,Culture
外交官,16,Position_Vocation
荒木,72,Person
スイス,16,Country
山越内,24,City
沙流,16,City
磯谷,64,Person
古宇,16,City
古平,24,City
高島,56,Person
向役宅,24,Law
役宅,16,Flora
五稜郭関係工事,16,Product_Other
中川傳,32,Person
能代,16,City
開港地,24,Domestic_Region
松前城下,48,Mountain
運上,24,Position_Vocation
伊勢,16,Person
幕領蝦夷地,24,Person
東北諸藩,56,Domestic_Region
漁獲鮭,16,Food_Other
大網,96,City
大網禁止,16,Island
大網公許,24,School
北越,16,City
松前町史,16,Movie
水野和泉,24,Person
箱館奉行村垣,16,Doctrine_Method_Other
淡路守,48,Occasion_Other
松平慶永,24,Person
文久,16,GOE_Other
老中板倉,16,Person
金銀山,24,Mountain
年貢,32,Person
自費,32,Animal_Disease
石川沢,16,Facility_Other
銭亀,48,Clothing
上磯村,24,City
年貢米,40,Political_Organization_Other
砂鉄,16,Material
釜石,40,City
大島,48,Island
平戸,16,City
箱館在留,64,Doctrine_Method_Other
ホムランス,24,City
ランス,72,City
万次郎,64,Person
中浜万次郎,16,Person
江戸城,64,Facility_Other
アメリカ式,24,Doctrine_Method_Other
乗組,16,Position_Vocation
リーダー,40,Position_Vocation
クシュンコタン,16,Dish
プロシア,120,Country
醤油,136,Food_Other
北海道産,40,Food_Other
外国商人,104,Position_Vocation
石井孝,24,Person
地域史研究はこだて,40,Book
幕末貿易史の研究,16,Book
日本近代史辞典,16,Book
スペイン,16,Country
中国系,24,Nationality
通信全覧,16,Book
イギリス領事報告,104,Printing_Other
プロシア領事,16,Company
本務領事,32,Position_Vocation
名誉領事,16,Position_Vocation
副領事,64,Position_Vocation
外務省,288,Government
日米修好通商条約,16,Government
3階,48,Facility_Part
アメリカ政府,24,Government
アメリカ領事報告,16,Printing_Other
領事館員,40,Position_Vocation
書記官,216,Position_Vocation
神父,32,Position_Vocation
ロシア海軍,24,Military
海軍省,192,Government
礼拝堂,16,Facility_Part
建言,56,Position_Vocation
留学生,32,Position_Vocation
フレッチャー,16,Person
落部,16,City
居留民,24,Military
取り締まり,104,Position_Vocation
ロシアホテル,16,Event_Other
ピョートル,32,City
大工,80,Position_Vocation
使用人,128,Position_Vocation
生徒,448,Position_Vocation
弥四郎,88,Position_Vocation
通訳者,32,Position_Vocation
植村直五郎,16,Person
稽古,16,Religious_Festival
通訳たち,32,Position_Vocation
運上会所,56,Position_Vocation
派遣,24,Position_Vocation
植村,16,Person
生徒たち,64,Position_Vocation
吉崎豊作,16,Person
佐山利三郎,16,Person
ロシア語通訳,88,Doctrine_Method_Other
志賀,48,City
千葉,56,City
山梨鶴蔵,16,Corporation_Other
開港場,56,City
箱館洋学所,16,Culture
中島,48,Person
4等訳官,24,Position_Vocation
長岡,16,City
田中清,24,Person
棟梁,32,Position_Vocation
アメリカ領事館,40,Government
忠次郎,24,Position_Vocation
大工たち,16,Position_Vocation
カション,16,Person
七兵衛,16,Person
2階建,24,Facility_Part
長州,24,Position_Vocation
慶喜,176,Person
土佐藩,24,Political_Organization_Other
大政,80,Person
新政府,144,Government
大坂城,40,Facility_Other
イタリア,64,Country
鳥羽伏見,24,Mountain
松平容保,24,Person
桑名,16,Person
松平定敬,24,Person
慶喜追討,16,Incident_Other
寛永寺,16,Worship_Place
正月,32,Religious_Festival
奉行杉浦,32,Person
飛脚,32,City
杉浦奉行,24,Person
伏見,56,City
仁和寺宮,24,Product_Other
前将,24,Position_Vocation
杉浦,272,Person
蝦夷地警衛,24,Position_Vocation
山村,32,Person
荒木済,16,Person
三郎,152,Person
木下,32,Person
一郎,24,Person
慶応年間,40,School
杉浦兵庫,80,Person
橋本,72,Person
朝命,16,Position_Vocation
宮田文吉,24,Person
鈴木陸,16,Person
下向,16,Position_Vocation
清水谷,208,Person
高野保,24,Person
太政官代,24,Law
兵庫頭,16,Geological_Region_Other
岡本監,48,Person
鎮撫,24,Position_Vocation
高野,24,Person
徳川家,96,Family
岩倉具視,32,Person
副総督,48,Position_Vocation
岩倉,16,Person
事務局督,16,Position_Vocation
親王,24,Mammal
侍従,16,Position_Vocation
実務担当責任者,16,Position_Vocation
旧幕府陸軍,16,Government
旧幕府海軍副総裁,16,Position_Vocation
榎本釜,64,Person
地方制度,48,Doctrine_Method_Other
金穀,96,Position_Vocation
箱館裁判所設置,16,Offense
太政官,448,Political_Organization_Other
箱館裁判所総督,24,Incident_Other
吉田,104,Person
下僚,16,Position_Vocation
諸政務,16,Position_Vocation
小野淳輔,32,Person
宇野,16,Person
箱館裁判所首脳,16,Government
東征,16,Person
裁判所首脳,16,Position_Vocation
蝦夷全島,24,Domestic_Region
小野,136,Person
分課,24,Position_Vocation
判事,56,Position_Vocation
権判事,24,Position_Vocation
箱館府,776,Government
裁判所職員,16,Position_Vocation
監察,24,Position_Vocation
中央政府,56,Government
庶務,24,Position_Vocation
清水谷知,32,Person
青森口,16,School
知事,48,Position_Vocation
主任官,80,Position_Vocation
開拓使庁,80,Government
旧箱館府,16,Government
東久世通禧,48,Person
編集者,40,Position_Vocation
明治新政府,32,Government
開港場箱館,16,Product_Other
箱館県,40,Province
京都府,48,Province
湯川村,104,City
長万部村,24,City
脱走軍,472,Facility_Other
庶務局,16,Government
刑法局,24,Government
度会,24,City
奈良県,16,Province
次官,256,Position_Vocation
大蔵省,616,Government
北代忠吉,24,Person
3府,24,Government
開拓使が,72,Natural_Phenomenon_Other
開拓使官吏,48,Position_Vocation
開拓使出張所,120,Plan
外務,32,Country
東京出張所,640,Public_Institution
教化,64,City
天皇制,88,Doctrine_Method_Other
奥羽戦争,16,Worship_Place
奥羽鎮撫,24,Political_Organization_Other
鹿児島,64,Province
ロワ号買入交渉,16,Compound
ロワ号,24,Sport
岩内炭山,16,Company
小田,88,Location_Other
奥羽越列藩,24,Dish
金沢,80,City
加賀,16,City
派兵,40,Country
列藩,40,Position_Vocation
砲兵,56,Position_Vocation
旧幕府海軍,16,Position_Vocation
鷲ノ木,56,Station
開陽,80,City
総裁,48,Position_Vocation
勝海舟,32,Person
備中松山,16,City
板倉,16,Person
明治維新人名辞典,16,Incident_Other
江戸総攻撃,16,Facility_Other
西郷,32,Person
パークス,24,GOE_Other
東海道,16,Person
海江田武次,16,Person
木梨精一郎,16,Person
田安亀之助,16,Person
両参謀,16,Position_Vocation
薩長,16,City
大隊,48,Position_Vocation
国府台,16,City
軍事顧問団,24,Position_Vocation
宇都宮,16,City
日光,16,City
今市,16,City
松島湾,16,Person
諸隊,24,Person
護衛,16,Position_Vocation
人見勝太郎,32,Person
伊庭八郎,32,Person
相馬,376,Person
脱走軍艦隊,32,Ship
副頭取,56,Position_Vocation
渋沢,96,Person
彰義,56,Person
参謀,72,Position_Vocation
彰義隊,24,Military
品川沖,56,City
田安慶頼,16,Element
徳川宗家,16,Position_Vocation
三条実美,24,Person
亀之助,24,Person
徳川亀之助,32,Person
千代田形,16,Domestic_Region
ブリュネ,32,Person
新政府軍,264,Government
副長,48,Position_Vocation
指導教官,16,Position_Vocation
古屋佐久左衛門,16,Person
兵隊,88,Position_Vocation
隊長,24,Position_Vocation
杉浦清介,16,Person
七戸権兵衛,16,Person
デュース,112,Person
津軽家,16,Ethnic_Group_Other
奈良荘,16,School
本多,40,Person
野田,24,Person
備後福山,32,City
宇和島,16,Spa
大蔵,144,Position_Vocation
箱館府兵,32,Doctrine_Method_Other
人見,16,Person
噴火湾沿い,16,City
土方,48,Person
府事は,16,Broadcast_Program
青森港,88,Port
タイパンヨー号,16,Product_Other
永井玄蕃,40,Person
他所,16,Person
旗艦開陽,24,Geological_Region_Other
箱館占拠後,16,Incident_Other
新城,16,City
長之助,24,Person
両国公使,16,Position_Vocation
英仏船将,40,Ethnic_Group_Other
ガルトネル,16,Food_Other
蝦夷島総裁,16,School
丸毛牛之助,16,Person
箱館市民,16,Position_Vocation
沢太郎左衛門,24,Person
ブッフィエ,16,Clothing
ニコル,16,Company
司令官,80,Position_Vocation
高尾,24,Person
欠乏,32,Animal_Disease
行政官,32,Position_Vocation
一本木,64,Person
山田市之允,24,Person
海陸軍,24,Person
増田虎之助,16,Person
海軍参謀,24,Position_Vocation
春日,56,City
高雄,16,City
荒井,24,Person
六三郎,24,Position_Vocation
陸軍参謀,32,Position_Vocation
黒田了介,24,Person
ヤンシー号,24,Person
徳山,16,City
田村,56,Person
黒田,552,Person
増田,24,Person
脱走軍陣営,16,Military
泉沢村,32,City
天狗岳,32,Mountain
銃撃戦,16,Position_Vocation
瀧川充太郎,16,Position_Vocation
脱走軍側,16,God
大隊長,24,Position_Vocation
有川村,16,City
三方,16,City
主将,24,Position_Vocation
神山村,16,City
七重浜沖,24,Sea
千代田,16,City
松岡,72,Person
荒井郁之助,24,Person
久留米,16,City
箱館八幡,16,Culture
菊地,32,Person
小野権之丞,24,Person
旧幕,24,Person
負傷兵,16,Position_Vocation
万国海律全書,16,Music
新政府軍海軍参謀,16,Government
田島,16,Person
川村,56,Person
弁天岬台,16,Person
中島三郎助,16,Person
熊本,24,City
兵卒,24,Position_Vocation
虎之助,16,Person
新井,16,Person
対馬,16,City
蠢動,16,Flora
兵部省,104,Government
刑部省,16,Government
民部省,72,Government
宮内省,40,Government
鍋島直正,24,Person
勅書,16,Position_Vocation
直正,24,Political_Organization_Other
鍋島,16,Person
東久世,136,Person
開拓長官,56,Position_Vocation
島判官,24,Person
岩村判官,32,Person
得能権,16,Person
判官,56,Person
岡本,200,Person
黒田清隆,160,Person
樺太専務,24,Position_Vocation
岩村,152,Person
通俊,72,Position_Vocation
松本十郎,16,Person
竹田,24,City
根室方面,16,Domestic_Region
松本判官,16,Person
竹田判官,16,Person
松本,32,Mountain
大寺院,16,Worship_Place
廃藩置県,88,Position_Vocation
札幌本庁,256,Domestic_Region
太政官布告,136,Position_Vocation
開拓使全体,16,Treaty
達書,16,Position_Vocation
布告,24,Position_Vocation
幹事,272,Position_Vocation
函館出張,24,Occasion_Other
渡島国,40,Province
後志国,64,Domestic_Region
島牧,32,City
爾志,32,City
道庁,1512,Province
元老院,16,Worship_Place
内務省,488,Government
陸軍省,80,Government
工部省,72,Government
主典,24,Person
民事課,64,Government
刑法課,80,Law
司法省,136,Government
函館裁判所,176,Public_Institution
函館支庁内,16,Domestic_Region
役場,152,Public_Institution
外事課,24,Government
杉浦中判,48,Person
隊員,32,Position_Vocation
芦沢龍之助,16,Person
田淵秀一,16,Person
開港場函館,40,Mountain
杉浦判官,56,Person
ニューヨーク号,24,GOE_Other
酒田県士族,40,City
菅実秀,16,Person
酒田県,24,City
山内久内,56,Person
鶴岡,24,City
函館邏卒,32,GOE_Other
弁天砲台,32,War
神奈川県庁,16,City
大区,512,Position_Vocation
函館市街,160,Domestic_Region
斎藤,64,Person
区長,1544,Position_Vocation
維新日誌,16,Movie
開拓使事業報告布令類衆,16,Plan
西浜町,96,City
函館警察署,128,Public_Institution
函館支庁民事課,24,Government
函館警察署内,16,Public_Institution
巡査派出所,16,Position_Vocation
地蔵町,40,Province
函館支庁管下,32,Domestic_Region
田崎,32,Person
天照大神,16,Person
札幌県,40,Province
根室県,24,Province
県庁,24,Government
警部長,16,Position_Vocation
警部,24,Position_Vocation
警部補,16,Position_Vocation
函館水上警察署,32,Port
警部警部補,16,Person
巡査,16,Position_Vocation
東京府,56,Province
府県裁判所,32,Government
開拓次官,56,Position_Vocation
函館裁判所設置,16,Public_Institution
函館支庁外事課,16,Public_Institution
検事事務,16,Position_Vocation
地方庁,40,Government
福山出張所,16,GOE_Other
函館地方裁判所,64,Public_Institution
名古屋,144,City
宮城,32,City
広島,104,Color_Other
刑法課民事課分掌,16,Law
少検事,16,Position_Vocation
伊庭貞剛,24,Person
検事,24,Position_Vocation
東京警視庁,16,Government
開拓使は,80,Natural_Phenomenon_Other
民事課警邏係,16,Law
治罪法,16,Law
会計官,16,Position_Vocation
駅逓司,32,GOE_Other
駅逓事務,24,GOE_Other
駅逓寮,88,Government
駅逓局,24,Corporation_Other
農商務省,296,Government
逓信省,160,Government
神奈川奉行,16,Occasion_Other
町村役人,16,Position_Vocation
郵便制度,16,Doctrine_Method_Other
賃銭,24,Person
駅逓寮職員,16,Position_Vocation
陸羽,16,Food_Other
東京日本橋,32,City
函館青森間,24,Port
北海道内,280,Province
函館郵便局,56,GOE_Other
東京横浜,24,Province
電信局,24,Government
電信分局,24,Person
札幌新道,16,GOE_Other
札幌地区,16,Domestic_Region
函館地区,272,Domestic_Region
函館小樽,120,Geological_Region_Other
主任,64,Position_Vocation
函館区役所誕生,16,Public_Institution
戸長役場,16,Government
松前町,24,Magazine
沢辺町,24,City
郡区町村編制法,48,City
総長,56,Position_Vocation
開拓使函館支庁,16,Lake
常野与兵衛,72,Person
井口嘉,56,Person
八郎,40,Person
副区長,16,Position_Vocation
大小区制,232,Doctrine_Method_Other
宝町,64,City
幸町,40,City
専務制,16,Doctrine_Method_Other
北海道立図書館蔵,16,Plan
長之,16,Position_Vocation
検官,16,Position_Vocation
函館町会所,24,School
代表,72,Position_Vocation
伍長,16,Person
組合頭編製法,16,Doctrine_Method_Other
田中,440,Person
国立銀行,480,Company
在方役人,16,Position_Vocation
太政官達書,24,Incident_Other
官吏,56,Position_Vocation
准級,16,Position_Vocation
開拓使管轄,16,Treaty
函館市民,440,Port
海産税,48,Doctrine_Method_Other
地子,32,Position_Vocation
冥加永,24,Person
海関税,24,Event_Other
海関所,32,Position_Vocation
収税,16,Government
営業雑種税,24,Doctrine_Method_Other
三業税,16,Product_Other
函館八幡,200,Culture
大区費小区費,16,Product_Other
太政官達,16,Ethnic_Group_Other
地方税規則,40,Doctrine_Method_Other
地方税,192,Doctrine_Method_Other
徴収法,16,Law
地方税対応,24,Doctrine_Method_Other
官有地第2種官用地,16,Plan
郡区役所戸長役場経費,16,Public_Institution
郡区役所戸長役場,16,Government
郡区長,104,Position_Vocation
郡区書記,16,Position_Vocation
函館県所管,16,Public_Institution
府県会議,16,Government
戸数割税,48,Doctrine_Method_Other
国庫補助金,24,Doctrine_Method_Other
出港税,48,Doctrine_Method_Other
法規分類大全,24,Product_Other
租税門地方税,24,Doctrine_Method_Other
函館区会,152,School
函館区民,96,City
県令,32,Position_Vocation
函館県庁,48,City
区長区書記,16,Position_Vocation
伊藤重兵衛,32,Person
白鳥衡平,24,Product_Other
又次郎,16,Position_Vocation
予備米,16,Food_Other
官僚,40,Position_Vocation
支庁記録課,40,Corporation_Other
吉田義方,16,Person
時任為基権大書記官,16,Doctrine_Method_Other
山崎清吉,40,Person
興村忠兵衛,48,Person
安浪次郎吉,112,Person
工藤弥兵衛,208,Person
渡辺熊,728,Person
金調査委員,16,Position_Vocation
大橋宇左衛門,16,Person
総代人制,48,Doctrine_Method_Other
大書記官,80,Position_Vocation
函館支庁主導,16,Plan
総代,88,Position_Vocation
函館全体,16,Domestic_Region
府県会規則,16,Rule_Other
府知事県令,72,Law
内務卿,56,Position_Vocation
開拓使管下,16,Doctrine_Method_Other
3新法,16,Law
少書記官,16,Position_Vocation
区書記,16,Position_Vocation
桜庭,96,Person
4科,24,Academic
河野文庫,40,Product_Other
広田千秋,24,Person
森村,16,Person
亀田上磯,24,GOE_Other
はと,56,Flora_Part
竹内与兵衛,48,Person
函館区内,32,Port
十字街,208,City
堀江町,32,City
自由民権運動,24,Academic
山本,648,Person
民会開設論,16,Product_Other
社長,1280,Position_Vocation
北溟,176,Person
国会,312,Conference
民権運動,16,Culture
北海道民,64,Province
函館区長,248,Government
時任,96,Person
函館支庁長官,16,Position_Vocation
区会議員,304,Person
時任大,32,School
東京府区会規則,24,Law
議長,368,Position_Vocation
副議長,40,Position_Vocation
西村利光,16,Person
石田啓蔵,88,Product_Other
武富善吉,24,Person
出席議員,48,Position_Vocation
第2次会,32,Event_Other
第3次会,16,Event_Other
議員,504,Position_Vocation
大宅民蔵,16,Person
上田武左衛門,24,Person
林宇三郎,184,Person
米谷権右衛門,40,Person
枚田藤五郎,56,Position_Vocation
井口兵,40,Person
開拓使官有物払下事件,16,Doctrine_Method_Other
桜庭為,32,Person
1階,104,Facility_Part
2階,104,Facility_Part
石川小十郎,48,Person
牧田,24,Person
藤五郎,24,Position_Vocation
井口,64,Person
町議会,40,Position_Vocation
関西貿易社,88,GOE_Other
払下げ,48,Doctrine_Method_Other
開拓使廃止,24,Natural_Phenomenon_Other
安田定則,24,Person
興業,72,City
食塩,104,Compound
開拓使の,16,Natural_Phenomenon_Other
安田,144,Person
神戸,840,City
漢口,16,Country
広東,16,City
役員,624,Position_Vocation
住友,56,Person
広瀬宰平,32,Person
アジア地方,16,Continental_Region
広業商会,360,GOE_Other
五代,24,Person
西村,120,Person
先発,16,Position_Vocation
田中市兵衛,16,GOE_Other
北海社,48,Company
幹部,48,Position_Vocation
社員,240,Position_Vocation
